-29399.1
-1443.5
-2510.6
2975
1674.9
1365.4
-2387.1
1239.3
513.7
901.8
807.9
80.4
-304.2
42.9
-234.6
363.7
187.2
-140.5
-149.9
14.4
65.5
65.2
73.3
-120.2
-37.6
13.5
-63.8
80.5
-76.9
-8.2
57.2
15.9
5.9
-8
10.6
23.7
9.8
-17.7
-0.1
-21.2
15.7
14
-16.6
0.1
5
8.4
2.9
-1.5
-1.1
-13.2
1.1
8.8
-9.3
-11.9
-1.9
-6.2
-0.1
1.7
-0.9
0.7
-0.9
1.9
1.4
-2.4
-3.8
3
-1.4
-2.5
2.3
-0.9
0.3
-0.7
-0.1
1.4
-0.6
0.2
3.1
-2
-0.1
0.5
1.3
-1.2
0.7
0.3
0.5
-0.3
-0.5
0.1
-1.1
-0.3
0.1
-0.9
0.5
0.7
-0.3
0.8
0
0.8
0
0.4
0.1
0.5
-0.5
-0.4
