0
4626.6
0
-3021.8
-757
0
-76.1
240.8
-542.9
0
281.8
-151.9
203.3
-354.7
0
47.7
210.8
-121.8
35.3
99.2
0
-19.1
23.5
51.5
-63.7
8.9
69.1
0
-50.9
-16.3
1.4
23.3
-3.3
-27.1
-1.5
0
8.2
-14.7
12.6
-11.2
14.6
3.2
-6.4
2.8
0
-23.4
11
9.8
-5.1
-6.3
7.8
0.4
-1.4
9.6
0
3.4
-0.2
3.6
4.8
-8.6
-0.1
-4.3
-3.4
-0.1
-8.8
0
0
2.5
-0.6
-0.4
0.6
-0.2
-1.7
-1.6
-3
-2
-2.6
0
-1.2
0.5
1.4
-1.8
0.1
0.8
-0.2
0.6
0.2
-0.9
0
0.5
0
-0.9
0.6
1.4
-0.4
-1.3
-0.1
0.3
-0.1
0.5
0.5
-0.4
-0.4
-0.6
